Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Specimen_origin,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K)
Chordata,Aves,Accipitriformes,Accipitridae,Buteo,solitarius,Hawaiian hawk,-1.0,-1.0,38.0,-1.0,1.0,-1.0,-1.0,35.0,-1.0,505.0,-1.0,17.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Buteo,swainsoni,Swainson's hawk,730.0,730.0,31.0,-1.0,3.0,1.0,-1.0,39.4,-1.0,980.64,0.158,24.9,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Buteogallus,anthracinus,Common black hawk,730.0,730.0,38.0,-1.0,1.5,1.0,-1.0,-1.0,-1.0,837.0,-1.0,13.5,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Circaetus,gallicus,Short-toed eagle,1095.0,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1699.5,-1.0,17.3,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Circus,aeruginosus,Swamp harrier,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,711.5,-1.0,20.1,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Circus,cyaneus,Northern harrier,365.0,365.0,31.0,-1.0,4.4,1.0,-1.0,23.8,-1.0,392.0,0.25,17.1,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Circus,macrourus,Pallid harrier,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,388.5,-1.0,13.5,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Circus,pygargus,Montagu's harrier,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,315.5,-1.0,16.3,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Elanus,caeruleus,Black-winged kite,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,260.5,-1.0,6.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Elanus,leucurus,White-tailed kite,-1.0,-1.0,30.0,-1.0,4.1,1.5,-1.0,17.4,-1.0,280.0,-1.0,6.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Geranoaetus,melanoleucus,Black-chested buzzard-eagle,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2447.5,-1.0,42.0,captivity,-1.0,-1.0,5.1887,2860.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Gypaetus,barbatus,Bearded vulture,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5070.0,-1.0,40.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Gypohierax,angolensis,Palm-nut vulture,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1600.0,-1.0,27.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Gyps,africanus,White-backed vulture,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5433.0,0.045,19.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Gyps,fulvus,Eurasian griffon,1460.0,1460.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7436.0,-1.0,41.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,albicilla,White-tailed sea-eagle,1460.0,1460.0,41.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,6696.5,0.14,42.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,leucocephalus,Bald eagle,1460.0,1460.0,35.0,-1.0,2.0,1.0,-1.0,-1.0,-1.0,3175.0,0.098,48.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Harpia,harpyja,Harpy eagle,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4800.0,-1.0,16.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Harpyopsis,novaeguineae,New Guinea eagle,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Hieraaetus,morphnoides,Little eagle,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,791.0,-1.0,10.3,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,Mississippi kite,365.0,365.0,31.0,-1.0,2.0,1.0,-1.0,17.0,-1.0,266.0,0.16899999999999998,11.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Kaupifalco,monogrammicus,Lizard buzzard,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,280.5,-1.0,8.6,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Lophoictinia,isura,Square-tailed kite,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,585.5,-1.0,17.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Milvus,migrans,Black kite,1095.0,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,0.179,24.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Milvus,milvus,Red kite,1095.0,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1080.0,-1.0,38.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Neophron,percnopterus,Egyptian vulture,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2082.0,0.102,37.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,Harris's hawk,365.0,365.0,34.0,-1.0,3.0,2.0,-1.0,-1.0,-1.0,994.26,-1.0,25.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Pernis,apivorus,Western honey-buzzard,1095.0,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,758.0,-1.0,29.0,wild,-1.0,-1.0,2.36428,652.0,-1.0
Chordata,Aves,Accipitriformes,Accipitridae,Rostrhamus,sociabilis,Snail kite,365.0,365.0,30.0,-1.0,3.0,2.0,-1.0,29.3,-1.0,352.5,-1.0,17.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Cathartidae,Cathartes,aura,Turkey vulture,4015.0,4015.0,39.0,-1.0,2.0,1.0,-1.0,60.0,-1.0,2200.0,0.126,20.8,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Black vulture,2920.0,2920.0,35.0,-1.0,2.0,1.0,-1.0,70.0,-1.0,2270.0,0.1,25.5,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,californianus,California condor,2190.0,2190.0,57.0,-1.0,1.0,2.0,-1.0,185.3,-1.0,11175.0,-1.0,45.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Cathartidae,Vultur,gryphus,Andean condor,2555.0,2555.0,56.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,10500.0,0.078,79.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Osprey,1095.0,1095.0,38.0,-1.0,3.0,1.0,-1.0,50.3,-1.0,1362.0,0.172,32.0,wild,0.6,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Aix,sponsa,Wood duck,365.0,365.0,31.0,-1.0,12.0,2.0,-1.0,23.7,-1.0,452.8,-1.0,22.5,wild,-1.0,-1.0,2.247,448.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Northern pintail,240.0,240.0,22.0,-1.0,7.5,1.0,-1.0,26.0,-1.0,721.0,-1.0,27.4,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,americana,American wigeon,365.0,365.0,23.0,-1.0,9.0,1.0,-1.0,24.0,-1.0,793.8,-1.0,21.3,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,Northern shoveler,240.0,240.0,23.0,-1.0,11.0,1.0,-1.0,23.0,-1.0,613.0,-1.0,22.6,wild,-1.0,-1.0,3.9209,554.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,crecca,Green-winged teal,180.0,180.0,22.0,-1.0,10.0,1.0,-1.0,15.0,-1.0,343.8,-1.0,27.1,wild,-1.0,-1.0,1.6838799999999998,250.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,cyanoptera,Cinnamon teal,365.0,365.0,23.0,-1.0,10.0,1.5,-1.0,18.2,-1.0,411.0,-1.0,12.9,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,discors,Blue-winged teal,240.0,240.0,24.0,-1.0,10.0,1.0,-1.0,18.3,-1.0,420.0,-1.0,23.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,penelope,Eurasian wigeon,365.0,365.0,24.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,660.0,-1.0,35.2,wild,-1.0,-1.0,2.8538,723.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,365.0,365.0,26.0,-1.0,9.0,1.0,-1.0,32.8,-1.0,1048.1,0.12,29.1,unknown,-1.0,-1.0,4.0680000000000005,1020.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,querquedula,Garganey,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,326.0,-1.0,14.7,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,rubripes,American black duck,365.0,365.0,28.0,-1.0,9.0,1.0,-1.0,32.0,-1.0,998.7,0.084,26.6,wild,-1.0,-1.0,3.6076,904.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anas,strepera,Gadwall,240.0,240.0,26.0,-1.0,10.0,1.0,-1.0,35.6,-1.0,791.0,0.115,28.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Greater white-fronted goose,1095.0,1095.0,27.0,-1.0,5.0,1.0,-1.0,90.3,-1.0,2681.0,-1.0,47.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anser,brachyrhynchus,Pink-footed goose,1095.0,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2645.0,-1.0,40.9,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Anser,fabalis,Bean goose,1095.0,1095.0,28.0,-1.0,4.0,-1.0,-1.0,-1.0,-1.0,3348.0,-1.0,25.6,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser scaup,365.0,365.0,24.0,-1.0,10.0,1.0,-1.0,30.8,-1.0,787.0,0.091,18.3,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,365.0,365.0,26.0,-1.0,13.0,1.0,-1.0,37.6,-1.0,1077.3,0.08900000000000001,22.6,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked duck,365.0,365.0,27.0,-1.0,9.0,1.0,-1.0,29.3,-1.0,737.0,-1.0,20.4,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Aythya,ferina,Common pochard,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,823.0,-1.0,23.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Aythya,fuligula,Tufted duck,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,701.5,0.14400000000000002,45.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater scaup,365.0,365.0,26.0,-1.0,9.0,1.0,-1.0,46.3,-1.0,928.5,-1.0,22.1,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Canvasback,240.0,240.0,24.0,-1.0,9.0,1.0,-1.0,44.7,-1.0,1208.8,0.087,29.5,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Branta,bernicla,Brent goose,730.0,730.0,24.0,-1.0,4.0,1.0,-1.0,43.6,-1.0,1163.2,0.08,28.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Branta,canadensis,Canada goose,730.0,730.0,26.0,-1.0,5.0,1.0,-1.0,85.5,-1.0,3200.0,0.113,42.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Branta,hutchinsii,Cackling goose,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1940.1,-1.0,18.3,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Branta,leucopsis,Barnacle goose,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1687.0,-1.0,28.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Branta,sandvicensis,Hawaiian goose,912.0,730.0,30.0,-1.0,4.0,1.0,-1.0,90.8,-1.0,2150.0,-1.0,42.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Bucephala,albeola,Bufflehead,730.0,730.0,30.0,-1.0,8.0,1.0,-1.0,23.8,-1.0,400.0,-1.0,18.7,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Bucephala,clangula,Common goldeneye,730.0,730.0,30.0,-1.0,10.0,1.0,-1.0,38.1,-1.0,895.86,-1.0,18.4,wild,0.4,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Bucephala,islandica,Barrow's goldeneye,730.0,730.0,29.0,-1.0,11.0,1.0,-1.0,-1.0,-1.0,957.15,-1.0,18.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Cereopsis,novaehollandiae,Cape barren goose,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3980.0,-1.0,28.1,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Chen,caerulescens,Snow goose,730.0,730.0,24.0,-1.0,4.0,1.0,-1.0,95.0,-1.0,2806.65,0.078,27.5,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Chen,rossii,Ross's goose,570.0,570.0,21.0,-1.0,4.0,1.0,-1.0,65.0,-1.0,1715.0,-1.0,22.5,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Cygnus,columbianus,Tundra swan,730.0,730.0,31.0,-1.0,4.0,1.0,-1.0,179.0,-1.0,6350.0,-1.0,24.1,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Cygnus,cygnus,Whooper swan,1460.0,1460.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9350.0,-1.0,26.5,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Cygnus,olor,Mute swan,1095.0,1095.0,36.0,-1.0,5.3,1.0,-1.0,225.0,-1.0,8300.0,0.08,70.0,captivity,0.1,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,viduata,White-faced whistling duck,-1.0,-1.0,27.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,610.0,-1.0,12.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Histrionicus,histrionicus,Harlequin duck,365.0,365.0,28.0,-1.0,6.0,1.0,-1.0,32.9,-1.0,561.25,-1.0,14.6,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Lophodytes,cucullatus,Hooded merganser,730.0,730.0,31.0,-1.0,11.0,1.0,-1.0,31.0,-1.0,634.375,-1.0,15.7,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Melanitta,fusca,White-winged scoter,730.0,730.0,28.0,-1.0,11.0,1.0,-1.0,54.5,-1.0,1360.8,-1.0,21.4,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Melanitta,nigra,Black scoter,730.0,730.0,29.0,-1.0,9.0,1.0,-1.0,43.2,-1.0,1052.2,-1.0,16.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Melanitta,perspicillata,Surf scoter,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1097.5,-1.0,9.5,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Mergellus,albellus,Smew,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,610.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Mergus,merganser,Common merganser,730.0,730.0,30.0,-1.0,10.0,1.0,-1.0,46.2,-1.0,1445.0,-1.0,14.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Netta,rufina,Red-crested pochard,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1118.0,-1.0,8.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Oxyura,australis,Blue-billed duck,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,798.0,-1.0,16.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Oxyura,jamaicensis,Ruddy duck,365.0,365.0,23.0,-1.0,8.0,1.0,-1.0,43.0,-1.0,542.0,-1.0,13.6,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Plectropterus,gambensis,Spur-winged goose,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3869.0,-1.0,11.3,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Polysticta,stelleri,Steller's eider,730.0,730.0,26.0,-1.0,8.0,1.0,-1.0,-1.0,-1.0,907.2,-1.0,23.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Somateria,mollissima,Common eider,730.0,730.0,28.0,-1.0,4.0,1.0,-1.0,76.4,-1.0,2130.0,0.061,37.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Anseriformes,Anatidae,Tadorna,tadorna,Common shelduck,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1152.0,0.07400000000000001,24.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Apodidae,Aeronautes,saxatalis,White-throated swift,-1.0,-1.0,24.0,-1.0,4.0,1.0,-1.0,-1.0,-1.0,31.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Apodidae,Apus,apus,Common swift,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.6,0.262,21.1,wild,0.1,5.0,0.4372,44.9,-1.0
Chordata,Aves,Apodiformes,Apodidae,Apus,melba,Alpine swift,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,102.7,-1.0,26.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Apodidae,Chaetura,pelagica,Chimney swift,365.0,365.0,20.0,-1.0,4.5,1.0,-1.0,1.25,-1.0,22.8,0.345,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Apodidae,Cypseloides,niger,Black swift,365.0,365.0,24.0,-1.0,1.0,1.0,-1.0,3.3,-1.0,45.0,-1.0,16.1,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Amazilia,violiceps,Violet-crowned hummingbird,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.1,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Amazilia,yucatanensis,Buff-bellied hummingbird,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,-1.0,11.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Calothorax,lucifer,Lucifer hummingbird,-1.0,-1.0,15.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,3.3,-1.0,4.1,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Calypte,anna,Anna's hummingbird,365.0,365.0,16.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,4.4,-1.0,8.5,wild,-1.0,-1.0,0.1175,4.8,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Calypte,costae,Costa's hummingbird,-1.0,-1.0,16.0,-1.0,2.0,1.0,-1.0,-1.0,-1.0,3.1,-1.0,6.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Cynanthus,latirostris,Broad-billed hummingbird,365.0,365.0,17.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,3.3,-1.0,8.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Eugenes,fulgens,Magnificent hummingbird,365.0,365.0,14.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,11.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Lampornis,clemenciae,Blue-throated hummingbird,365.0,-1.0,18.0,-1.0,2.0,2.0,-1.0,-1.0,-1.0,7.6,0.462,12.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Lamprolaima,rhami,Garnet-throated hummingbird,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,8.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,platycercus,Broad-tailed hummingbird,365.0,365.0,16.0,-1.0,2.0,2.0,-1.0,0.4,-1.0,4.2,-1.0,14.0,unknown,0.25,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Apodiformes,Trochilidae,Stellula,calliope,Calliope hummingbird,365.0,365.0,15.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,2.6,-1.0,7.0,wild,-1.0,-1.0,0.06853,3.0,-1.0
Chordata,Aves,Bucerotiformes,Bucerotidae,Buceros,bicornis,Great hornbill,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2798.5,-1.0,33.4,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Bucerotiformes,Bucerotidae,Bycanistes,subcylindricus,Grey-cheeked hornbill,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1250.0,-1.0,31.8,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Bucerotiformes,Bucorvidae,Bucorvus,leadbeateri,Southern ground hornbill,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3767.5,-1.0,70.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Bucerotiformes,Upupidae,Upupa,epops,Eurasian hoopoe,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.1,-1.0,11.1,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,carolinensis,Chuck-will's-widow,-1.0,-1.0,20.0,-1.0,2.5,1.0,-1.0,-1.0,-1.0,115.0,-1.0,14.8,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,europaeus,Eurasian nightjar,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.0,-1.0,11.9,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,ruficollis,Red-necked nightjar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.5,-1.0,13.2,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Caprimulgiformes,Caprimulgidae,Caprimulgus,vociferus,Whip-poor-will,-1.0,-1.0,19.0,-1.0,2.0,2.0,-1.0,5.4,-1.0,54.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,bennetti,Dwarf cassowary,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35000.0,-1.0,26.0,captivity,-1.0,-1.0,-1.0,-1.0,-1.0
