Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Specimen_origin,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K)
Chordata,Teleostei,Perciformes,Moronidae,Morone,mississippiensis,Yellow bass,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6050.0,-1.0,6.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Moronidae,Morone,saxatilis,Striped bass,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31350.0,-1.0,30.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Mullidae,Mullus,surmuletus,Red mullet,730.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,550.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Mullidae,Upeneus,moluccensis,Goldband goatfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Nemipteridae,Nemipterus,japonicus,Japanese threadfin-bream,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,327.8,-1.0,8.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Nototheniidae,Dissostichus,mawsoni,Antarctic toothfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44000.0,-1.0,31.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Nototheniidae,Lepidonotothen,squamifrons,Grey rockcod,2920.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Nototheniidae,Notothenia,rossii,Marbled rockcod,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5500.0,-1.0,16.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Nototheniidae,Pleuragramma,antarcticum,Antarctic silverfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,110.0,-1.0,20.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Nototheniidae,Trematomus,bernacchii,Emerald rockcod,2007.0,1277.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Osphronemidae,Betta,splendens,Siamese fighting fish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percichthyidae,Maccullochella,peelii,Murray cod,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62000.0,-1.0,48.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percichthyidae,Macquaria,ambigua,Golden perch,1642.0,912.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13200.0,-1.0,20.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percichthyidae,Macquaria,novemaculeata,Australian bass,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Ammocrypta,clara,Western sand darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Crystallaria,asprella,Crystal darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,acuticeps,Sharphead darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,asprigene,Mud darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,barbouri,Teardrop darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,blennioides,Greenside darter,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,blennius,Blenny darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,caeruleum,Rainbow darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,collettei,Creole darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,coosae,Coosa darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,cragini,Arkansas darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,ditrema,Coldwater darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,exile,Iowa darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,flabellare,Fantail darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,fusiforme,Swamp darter,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,gracile,Slough darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,juliae,Yoke darter,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,kennicotti,Stripetail darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,longimanum,Longfin darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,microperca,Least darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,moorei,Yellowcheek darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,nianguae,Niangua darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,nigrum,Johnny darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,olivaceum,Dirty darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,olmstedi,Tessellated darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,pallididorsum,Paleback darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,proeliare,Cypress darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,punctulatum,Stippled darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,radiosum,Orangebelly darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,rubrum,Bayou darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,rufilineatum,Redline darter,365.0,365.0,-1.0,-1.0,77.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,smithi,Slabrock darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,squamiceps,Spottail darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,striatulum,Striated darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,variatum,Variegate darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Etheostoma,zonale,Banded darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Perca,flavescens,Yellow perch,-1.0,-1.0,16.0,-1.0,100000.0,-1.0,-1.0,-1.0,-1.0,1055.25,-1.0,12.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Perca,fluviatilis,Eurasian perch,1368.0,821.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2612.5,-1.0,22.0,wild,0.07,27.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,aurantiaca,Tangerine darter,-1.0,-1.0,-1.0,-1.0,750.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,burtoni,Blotchside logperch,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,caprodes,Logperch,-1.0,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,evides,Gilt darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,macrocephala,Longhead darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,maculata,Blackside darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,pantherina,Leopard darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,phoxocephala,Slenderhead darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,rex,Roanoke logperch,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,roanoka,Roanoke darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,sciera,Dusky darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,shumardi,River darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,tanasi,Snail darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Percina,vigil,Saddleback darter,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Sander,canadensis,Sauger,730.0,730.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2000.0,-1.0,18.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Sander,lucioperca,Zander,1338.0,1338.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11000.0,-1.0,16.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Percidae,Sander,vitreus,Walleye,-1.0,-1.0,-1.0,-1.0,150000.0,-1.0,-1.0,-1.0,-1.0,11000.0,-1.0,29.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Pholidae,Pholis,gunnellus,Rock gunnel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Plesiopidae,Acanthoclinus,fuscus,Taumaka,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Polynemidae,Polydactylus,macrochir,King threadfin,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24750.0,-1.0,20.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Polyprionidae,Polyprion,oxygeneios,Hapuka,-1.0,4197.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55000.0,-1.0,60.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Polyprionidae,Stereolepis,gigas,Giant sea bass,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,140580.0,-1.0,75.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Pomacanthidae,Centropyge,bicolor,Black and gold angelfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Pomacanthidae,Centropyge,flavissima,Lemonpeel angelfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Pomacanthidae,Pomacanthus,navarchus,Bluegirdled angelfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Pomacanthidae,Pygoplites,diacanthus,Royal angelfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.5,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,clarkii,Black clown,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,ephippium,Red saddleback anemonefish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Pomacentridae,Amphiprion,melanopus,Black anemonefish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Pomatomidae,Pomatomus,saltatrix,Bluefish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7920.0,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Priacanthidae,Cookeolus,japonicus,Bulleye,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1144.0,-1.0,9.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Rachycentridae,Rachycentron,canadum,Cobia,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37400.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Scaridae,Chlorurus,gibbus,Heavybeak parrotfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2200.0,-1.0,14.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Scaridae,Scarus,frenatus,Bridled parrotfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Scaridae,Scarus,ghobban,Flame parrotfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Scaridae,Scarus,psittacus,Palenose parrotfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Scaridae,Scarus,rubroviolaceus,Bicolor parrotfish,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Aplodinotus,grunniens,Freshwater drum,-1.0,-1.0,2.0,-1.0,50000.0,-1.0,-1.0,-1.0,-1.0,13292.5,-1.0,13.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Argyrosomus,japonicus,Southern meagre,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41250.0,-1.0,30.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Atractoscion,nobilis,White seabass,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22550.0,-1.0,20.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Cheilotrema,saturnum,Black croaker,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,385.0,-1.0,20.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Cynoscion,nebulosus,Spotted seatrout,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4356.0,-1.0,18.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Genyonemus,lineatus,White croaker,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Leiostomus,xanthurus,Spot,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,247.5,-1.0,4.0,unknown,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Menticirrhus,undulatus,California corbina,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2145.0,-1.0,8.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Micropogonias,furnieri,Whitemouth drummer,1277.0,1277.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Micropogonias,undulatus,Atlantic croaker,365.0,365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1419.0,-1.0,5.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Pogonias,cromis,Black drum,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28215.0,-1.0,43.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Sciaenops,ocellatus,Red drum,1642.0,1277.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24750.0,-1.0,50.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Sciaenidae,Totoaba,macdonaldi,Totoaba,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Scombridae,Auxis,thazard,Frigate tuna,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Scombridae,Euthynnus,affinis,Little tunny,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7700.0,-1.0,10.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Scombridae,Katsuwonus,pelamis,Skipjack tuna,1095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18975.0,-1.0,12.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
Chordata,Teleostei,Perciformes,Scombridae,Rastrelliger,brachysoma,Indian mackerel,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,wild,-1.0,-1.0,-1.0,-1.0,-1.0
